Date,"GDP, Bill.$","OPEC crude oil, $","Dollar rate, rub","Brent crude oil, $","Henry Hub gas spot price, $",Chain-type Freight Index 2000=100,"10-Year Breakeven Inflation Rate, %","Discount Window Primary Credit Rate, %"
2010Q1,14764.611,75.49047619047619,29.859206249999996,76.41803278688525,5.091475409836065,104.8,2.2790163934426233,0.61328125
2010Q2,14980.193,76.5309375,30.320743076923094,78.48920634920633,4.335555555555556,106.56666666666666,2.1360937499999997,0.75
2010Q3,15141.605,73.76454545454547,30.593686363636355,76.82343750000001,4.279218750000001,107.13333333333333,1.7278125,0.75
2010Q4,15309.471,83.88106060606061,30.709319696969697,86.54,3.8059374999999998,108.16666666666667,2.123709677419355,0.75
2011Q1,15351.444,101.27078125000001,29.223176562500004,105.4496774193548,4.177903225806453,110.36666666666667,2.3783870967741936,0.75
2011Q2,15557.535,112.17781249999999,27.97220000000001,117.01245901639346,4.365714285714285,109.93333333333332,2.4039682539682543,0.75
2011Q3,15647.681,108.43909090909088,29.174599999999998,113.23507936507939,4.11796875,110.90000000000002,2.1453124999999993,0.75
2011Q4,15842.267,107.93843749999998,31.223240000000004,109.4208064516129,3.3246031746031743,112.93333333333332,1.9960655737704913,0.75
2012Q1,16068.824,117.49156250000001,30.152747692307685,118.71064516129034,2.4399999999999995,111.8,2.2070967741935488,0.75
2012Q2,16207.13,106.60906249999995,31.07760923076923,107.74983333333336,2.2850793650793646,113.0,2.1775,0.75
2012Q3,16319.54,106.49830769230769,31.951061538461538,109.62841269841267,2.8795238095238087,112.86666666666667,2.2707936507936504,0.75
2012Q4,16420.386,107.29199999999999,31.078439393939394,110.14781250000004,3.3981250000000007,111.7,2.4663934426229503,0.75
2013Q1,16629.05,109.48370967741936,30.421812499999998,112.44333333333337,3.489333333333333,115.5,2.539666666666667,0.75
2013Q2,16699.551,100.90415384615385,31.656861538461538,102.56468750000002,4.0170312500000005,115.8,2.2539062500000004,0.75
2013Q3,16911.068,106.83575757575758,32.788742424242436,110.22859375,3.5540624999999997,116.5,2.1509375,0.75
2013Q4,17133.114,106.43078124999997,32.55392424242424,109.22640624999998,3.8495312500000005,117.83333333333333,2.174032258064517,0.75
2014Q1,17144.281,104.73492063492067,35.031734375,108.14193548387095,5.179672131147542,118.2,2.1845901639344265,0.75
2014Q2,17462.703,105.85984375000004,34.97801538461539,109.69406250000002,4.609047619047617,120.46666666666665,2.1941269841269846,0.75
2014Q3,17743.227,100.855,36.297390909090915,101.89984375,3.9637499999999997,121.10000000000001,2.1787500000000004,0.75
2014Q4,17852.54,73.42415384615387,48.00512575757573,76.42921875000003,3.7798437500000004,123.06666666666666,1.8291935483870974,0.75
2015Q1,17991.348,50.273809523809526,62.802748437500014,53.97709677419355,2.8981967213114754,122.8,1.6965573770491809,0.75
2015Q2,18193.707,59.790461538461535,52.715006153846154,61.6511111111111,2.7465079365079363,121.96666666666665,1.863125,0.75
2015Q3,18306.96,48.291060606060626,63.20579545454543,50.444923076923075,2.759090909090909,123.3,1.654375,0.75
2015Q4,18332.079,39.70661538461539,66.20241363636364,43.55692307692309,2.118484848484848,121.53333333333335,1.5264516129032257,0.7916666666666666
2016Q1,18425.306,30.159218750000004,74.56506249999997,33.84274193548387,1.9915384615384617,121.66666666666667,1.4306557377049178,1.0
2016Q2,18611.617,42.370615384615384,65.77376229508198,45.566875,2.145846153846153,122.96666666666665,1.558281250000001,1.0
2016Q3,18775.459,42.896212121212116,64.57391818181819,45.80106060606059,2.8801515151515145,124.03333333333335,1.4826562499999996,1.0
2016Q4,18968.041,47.51812499999997,62.972334374999996,49.05222222222222,3.0407692307692304,123.8,1.8103278688524589,1.0461538461538462
2017Q1,19153.912,51.953750000000014,58.67026451612904,53.594531249999996,3.015230769230769,124.66666666666667,2.008064516129033,1.2961538461538462
2017Q2,19322.92,48.47296875000001,57.215714754098364,49.55406249999998,3.0759999999999987,126.0,1.82,1.5461538461538462
2017Q3,19558.693,49.97784615384616,58.94559538461538,52.09938461538461,2.9521538461538466,129.03333333333333,1.7930158730158734,1.75
2017Q4,19882.965,59.35218749999998,58.42564375000002,61.39650793650794,2.9075,131.96666666666667,1.8725806451612903,1.7961538461538462
2018Q1,20143.716,64.74952380952378,56.85760833333334,66.86349206349209,3.079999999999999,133.83333333333334,2.077868852459016,2.026923076923077
2018Q2,20492.492,71.9876923076923,61.97584218749998,74.53387096774195,2.8539062499999996,136.53333333333333,2.129218750000001,2.296153846153846
2018Q3,20659.102,74.11323076923077,65.59583846153845,75.07015384615386,2.928730158730158,137.03333333333333,2.1114285714285708,2.5076923076923077
2018Q4,20813.325,68.06650793650795,66.64200307692306,68.76387096774194,3.768852459016393,138.73333333333335,1.9842622950819666,2.7803030303030303
2019Q1,21001.591,62.89714285714288,65.83195833333335,63.09730158730159,2.9239344262295086,138.20000000000002,1.860655737704918,3.0
2019Q2,21289.268,68.03171875000004,64.52040161290323,69.03650793650795,2.5653968253968262,139.4,1.8230158730158732,3.0
2019Q3,21505.012,62.263484848484836,64.6456,61.94575757575756,2.376666666666667,140.16666666666666,1.6437499999999998,2.8068181818181817
2019Q4,21694.458,63.01230769230769,63.71226874999998,63.26784615384615,2.38920634920635,137.76666666666668,1.638548387096774,2.3333333333333335
2020Q1,21481.367,51.39125,67.06631166666665,50.27484374999999,1.896119402985075,136.03333333333333,1.4282258064516122,1.8192307692307692
2020Q2,19477.444,26.816666666666666,72.37273606557379,29.69901639344263,1.7046031746031756,127.39999999999999,1.1665079365079367,0.25
